source,author,title,description,url,publishedAt,content,Negative,Nuetral,Positive,Date,Stock Price
Business Insider,Matthew Fox,"Tesla, Apple surge 5% to record highs as both companies prepare to split their stock (AAPL, TSLA)","<ul>
<li>Tesla and Apple both surged 5% to record highs on Friday as both companies prepare to split their stock next week.</li>
<li>Tesla's stockholder record date is at the close of business Friday, while Apple's stockholder record date is Monday, August 24…",https://www.businessinsider.com/tesla-apple-stock-price-surge-prepare-split-record-before-week-2020-8,2020-08-21 19:05:51+00:00,"<ul><li>Tesla and Apple both surged 5% to record highs on Friday as both companies prepare to split their stock next week.</li><li>Tesla's stockholder record date is at the close of business Friday, … [+1894 chars]",0.0,1.0,0.0,2020-08-17 04:00:00+00:00,113.55275748132449
Business Insider,Lisa Eadicicco,There's an easy way to get 'Fortnite' back on your iPhone if you've deleted it — here's how (AAPL),"<ul>
<li>Apple removed ""Fortnite"" from the App Store, but there's a way to re-install it on your iPhone if you've already downloaded it in the past.</li>
<li> There's a section in the App Store that allows you to view apps you've previously downloaded and re-…",https://www.businessinsider.com/fortnite-removed-from-app-store-how-to-download-iphone-2020-8,2020-08-20 18:00:23+00:00,"Apple may have removed ""Fortnite"" from the App Store, but there's a quick way to re-install it on your iPhone if you've previously downloaded it.
In the App Store, you can access a list of the apps … [+1022 chars]",0.0,1.0,0.0,2020-08-17 04:00:00+00:00,113.55275748132449
Business Insider,Lisa Eadicicco,Apple's massive $2 trillion market cap proves Tim Cook's early doubters were dead wrong (AAPL),"<ul>
<li>Apple became the first US-listed company to hit a $2 trillion valuation on Wednesday, a milestone for the company under CEO Tim Cook's tenure.</li>
<li>When Cook took over as CEO, there were many questions about whether the company could continue to …",https://www.businessinsider.com/apple-2-trillion-market-cap-proves-tim-cook-doubters-wrong-2020-8,2020-08-19 19:06:14+00:00,"When Tim Cook took over as Apple's CEO in August 2011 shortly before Steve Jobs' death, his earliest critics questioned the direction of Apple's innovationand creativity without Jobs, mostly driven b… [+3647 chars]",0.192,0.742,0.066,2020-08-17 04:00:00+00:00,113.55275748132449
CNN,"Paul R. La Monica, CNN Business",Apple is now worth $2 trillion,"Among its many accomplishments  -- the iPhone, the iPad, iTunes, the App store -- Apple can now boast of one more: It is now worth more than $2 trillion, making it the first company in the United States to reach that milestone.",https://www.cnn.com/2020/08/19/tech/apple-stock-two-trillion-market-value/index.html,2020-08-19 14:53:04+00:00,"New York (CNN Business)Among its many accomplishments -- the iPhone, the iPad, iTunes, the App store -- Apple can now boast of one more: It is now worth more than $2 trillion, making it the first com… [+650 chars]",0.0,0.952,0.048,2020-08-17 04:00:00+00:00,113.55275748132449
Business Insider,Carmen Reinicke,Apple's latest record high put it just 5% from a $2 trillion market value (AAPL),"<ul>
<li>Apple shares surged as much as 5% to an intraday high of $446.55 per share on Monday, continuing a post-earnings rally for the tech company. </li>
<li>That pushed Apple's market capitalization to $1.92 trillion.</li>
<li>If Apple gains another 5%, it…",https://www.businessinsider.com/apple-stock-price-nears-trillion-market-capitalization-first-time-company-2020-8,2020-08-03 15:16:25+00:00,"Scott Olson/Getty Images
Apple is in striking distance of becoming the first-ever US company to hit a $2 trillion market value. 
Shares of Apple surged as much as 5% to an intraday high of $446.55 … [+1122 chars]",0.0,0.881,0.119,2020-08-03 04:00:00+00:00,105.66976983480016
Business Insider,Lisa Eadicicco,Apple says the new iPhone will likely be delayed a few weeks (AAPL),"<ul>
<li>Apple said it expects supply of its next iPhone to be available ""a few weeks later"" compared to last year's iPhone launch.</li>
<li>The comments come as reports have suggested the next-generation iPhone may be delayed because of supply chain issues s…",https://www.businessinsider.com/apple-iphone-12-release-date-likely-few-weeks-late-2020-7,2020-07-30 22:09:20+00:00,"Apple said the launch of its anticipated 5G iPhone will likely be delayed a few weeks as the company's supply chain recovers from the coronavirus pandemic. 
The company did not provide revenue guida… [+1920 chars]",0.054,0.946,0.0,2020-07-27 04:00:00+00:00,91.51860772290466
Business Insider,Katie Canales,"Apple employees won't return to the office until early 2021, CEO Tim Cook says (AAPL)","<ul>
<li>Apple CEO Tim Cook said the company would extend its work-from-home policy for US workers until early 2021, per a Bloomberg report.</li>
<li>If that timeline were to be extended further, it would depend on ""the success with a vaccine, success with th…",https://www.businessinsider.com/apple-employees-work-from-home-until-early-2021-2020-7,2020-07-30 21:42:44+00:00,"Apple CEO Tim Cook said the company's employees can continue working from home until early 2021.
Cook laid out the company's plans to extend its work-from-home policy in a Thursday interview with Bl… [+824 chars]",0.0,0.951,0.049,2020-07-27 04:00:00+00:00,91.51860772290466
Business Insider,Lisa Eadicicco,LIVE: Here come Apple's quarterly earnings (AAPL),"<ul>
<li>Apple will report its fiscal third-quarter earnings on Thursday after the market closes.</li>
<li>Analysts are expecting revenue to be slightly lower compared to the same quarter one year ago.</li>
<li>Wall Street will also be looking for clues about…",https://www.businessinsider.com/apple-fiscal-q3-2020-earnings-iphone-sales-wearables-services-2020-7,2020-07-30 19:20:42+00:00,"Apple is about to report its fiscal third-quarter earnings, and analysts are expecting quarterly revenue to drop slightly compared to the same quarter one year ago.
The results will also provide ano… [+2253 chars]",0.06,0.94,0.0,2020-07-27 04:00:00+00:00,91.51860772290466
Business Insider,Troy Wolverton,Emails released as part of Congress' antitrust hearing show how ruthless Steve Jobs could be (AAPL),"<ul>
<li>Newly released emails from Steve Jobs show how ruthless he could be.</li>
<li>In one of the emails, made public by a Congressional subcommittee investigating antitrust concerns, Jobs advised subordinates to ""cut off"" a developer.</li>
<li>In another …",https://www.businessinsider.com/newly-released-emails-show-ruthlessness-of-steve-jobs-2020-7,2020-07-30 01:50:04+00:00,"You could use a lot of adjectives to describe Steve Jobs: innovative, visionary, charismatic. But on the short-list of those words would have to be ruthless, as new email messages made public Wednesd… [+4820 chars]",0.0,0.885,0.115,2020-07-27 04:00:00+00:00,91.51860772290466
Business Insider,Lisa Eadicicco,Apple warns that closing your MacBook while the camera is covered can damage its screen (AAPL),"<ul>
<li>Apple has published a support page warning MacBook Pro, MacBook Air, and MacBook owners to remove any camera coverings before closing their laptop.</li>
<li>Closing an Apple laptop while the camera is covered could damage the display or prevent featu…",https://www.businessinsider.com/apple-macbook-pro-screen-break-closed-with-laptop-camera-cover-2020-7,2020-07-13 13:47:33+00:00,"If you regularly cover your laptop's camera when it's not in use, you might want to think twice before closing your laptop without removing the cover, Apple warns. A failure to do so could damage you… [+2515 chars]",0.193,0.777,0.031,2020-07-13 04:00:00+00:00,94.99047449357487
Business Insider,Lisa Eadicicco,All of Apple's upcoming MacBooks running on its new chip may have just leaked (AAPL),"<ul>
<li>Apple reportedly has four new MacBook laptops in its future product lineup that will run on its new silicon, according to TF International Securities analyst Ming-Chi Kuo.</li>
<li>These include a 13.3-inch MacBook Pro, a new MacBook Air, a 14-inch M…",https://www.businessinsider.com/apple-macbook-pro-14-release-and-air-other-models-leak-2020-7,2020-07-10 15:07:51+00:00,"Apple gave vague plans for the future of its Mac lineup at WWDC, saying that the first computer to run on Apple silicon will be coming later this year.
Now, reliable analyst Ming-Chi Kuo might have … [+2075 chars]",0.036,0.964,0.0,2020-07-06 04:00:00+00:00,90.33691091122748
